baseline,amp_cut_adc,pickoff_kind,pickoff_value,events_total,selected_pulses,downstream_ge2,clean,violating,ambiguous,labelled_events,scope,delta_labelled,delta_clean,delta_violating,target_l1_distance,target_exact_match
mean4,1500.0,cfd,0.5,798694,482215,3791,1510,1190,1091,2700,sample_i_25_runs,-9447,-9126,-321,18894,False
mean4,1500.0,cfd,0.7,798694,482215,3791,1474,1215,1102,2689,sample_i_25_runs,-9458,-9162,-296,18916,False
median4,1500.0,cfd,0.4,798694,480687,3810,1487,1196,1127,2683,sample_i_25_runs,-9464,-9149,-315,18928,False
median4,1500.0,cfd,0.6,798694,480687,3810,1486,1194,1130,2680,sample_i_25_runs,-9467,-9150,-317,18934,False
mean4,1500.0,cfd,0.8,798694,482215,3791,1461,1217,1113,2678,sample_i_25_runs,-9469,-9175,-294,18938,False
median4,1500.0,cfd,0.8,798694,480687,3810,1456,1218,1136,2674,sample_i_25_runs,-9473,-9180,-293,18946,False
median4,1500.0,cfd,0.7,798694,480687,3810,1463,1209,1138,2672,sample_i_25_runs,-9475,-9173,-302,18950,False
median4,1500.0,cfd,0.3,798694,480687,3810,1473,1196,1141,2669,sample_i_25_runs,-9478,-9163,-315,18956,False
median4,1500.0,cfd,0.5,798694,480687,3810,1477,1181,1152,2658,sample_i_25_runs,-9489,-9159,-330,18978,False
median4,1500.0,cfd,0.35,798694,480687,3810,1470,1187,1153,2657,sample_i_25_runs,-9490,-9166,-324,18980,False
median4,1500.0,cfd,0.25,798694,480687,3810,1436,1202,1172,2638,sample_i_25_runs,-9509,-9200,-309,19018,False
median4,1500.0,cfd,0.2,798694,480687,3810,1421,1203,1186,2624,sample_i_25_runs,-9523,-9215,-308,19046,False
median4,1500.0,cfd,0.1,798694,480687,3810,1368,1249,1193,2617,sample_i_25_runs,-9530,-9268,-262,19060,False
median4,1500.0,cfd,0.15,798694,480687,3810,1374,1220,1216,2594,sample_i_25_runs,-9553,-9262,-291,19106,False
mean4,500.0,peak,0.0,798694,531751,5076,958,2304,1814,3262,sample_i_25_runs,-8885,-9678,793,19356,False
median4,500.0,peak,0.0,798694,529198,4937,938,2214,1785,3152,sample_i_25_runs,-8995,-9698,703,19396,False
mean4,750.0,peak,0.0,798694,516013,4576,820,2010,1746,2830,sample_i_25_runs,-9317,-9816,499,19632,False
median4,750.0,peak,0.0,798694,513427,4478,820,1934,1724,2754,sample_i_25_runs,-9393,-9816,423,19632,False
median4,1000.0,peak,0.0,798694,501011,4246,807,1781,1658,2588,sample_i_25_runs,-9559,-9829,270,19658,False
mean4,1000.0,peak,0.0,798694,503504,4316,805,1837,1674,2642,sample_i_25_runs,-9505,-9831,326,19662,False
mean4,1250.0,peak,0.0,798694,492402,4037,781,1665,1591,2446,sample_i_25_runs,-9701,-9855,154,19710,False
median4,1250.0,peak,0.0,798694,490162,4018,781,1650,1587,2431,sample_i_25_runs,-9716,-9855,139,19710,False
median4,1500.0,peak,0.0,798694,480687,3810,756,1537,1517,2293,sample_i_25_runs,-9854,-9880,26,19760,False
mean4,1500.0,peak,0.0,798694,482215,3791,744,1540,1507,2284,sample_i_25_runs,-9863,-9892,29,19784,False
