feature,coefficient,method,base_method,drift_order,train_pulses,heldout_pulses,heldout_run,selector,stratum_train_runs,heldout_stratum
B8_selected_multiplicity_per_event_z_p1,-0.005756641375605395,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
B8_downstream_allhit_fraction_z_p1,-0.023265915421538007,s02e_global_timewalk_drift1,template_phase,1,7134,2799,61,median_first4,59 60 62,high_rate
intercept,0.0,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_intercept,27.4087684176634,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_log_amp,-166.60118618429053,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_log_amp2,88.8813537891347,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_inv_amp,0.8933001618271408,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_peak_sample,0.6814073430303795,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_area_over_amp,-1.2016244339585016,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_template_sse,-0.5860992457497942,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_intercept,-17.70182954084502,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_log_amp,13.473204793634913,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_log_amp2,-11.763865204002235,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_inv_amp,-1.1258699028623966,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_peak_sample,0.17110254781208054,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_area_over_amp,0.29111497140585996,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_template_sse,0.09553273374305,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_intercept,-9.706938887836067,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_log_amp,-4.012680027794941,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_log_amp2,-8.952859377537816,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_inv_amp,-1.8802726401498422,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_peak_sample,0.7564448461663316,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_area_over_amp,1.2476860670055314,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_template_sse,0.23340040676053966,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_trigger_entry_density_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_entries_per_eventno_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_selected_multiplicity_per_event_z_p1,12.719991410614478,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_downstream_allhit_fraction_z_p1,5.967630937095265,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_trigger_entry_density_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_entries_per_eventno_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_selected_multiplicity_per_event_z_p1,-8.2360018028497,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_downstream_allhit_fraction_z_p1,-3.8313400539099085,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_current_nA_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_trigger_entry_density_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_entries_per_eventno_z_p1,0.0,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_selected_multiplicity_per_event_z_p1,-4.502171307771886,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_downstream_allhit_fraction_z_p1,-2.119043404047393,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_trigger_entry_density_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_entries_per_eventno_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_selected_multiplicity_per_event_z_p2,14.581696859089137,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B4_downstream_allhit_fraction_z_p2,9.86572238347862,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_trigger_entry_density_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_entries_per_eventno_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_selected_multiplicity_per_event_z_p2,-9.402613507250546,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B6_downstream_allhit_fraction_z_p2,-6.380643908446112,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_current_nA_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_trigger_entry_density_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_entries_per_eventno_z_p2,0.0,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_selected_multiplicity_per_event_z_p2,-5.166499602532512,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
B8_downstream_allhit_fraction_z_p2,-3.490636814410831,s02e_global_timewalk_drift2,template_phase,2,7134,2799,61,median_first4,59 60 62,high_rate
intercept,0.0,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B4_intercept,-58.37462973195486,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B4_log_amp,118.52290024510081,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B4_log_amp2,-63.449909345769655,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B4_inv_amp,-3.6978163814499205,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B4_peak_sample,0.5520356257412228,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B4_area_over_amp,2.815054196292982,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B4_template_sse,0.5549909535105253,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B6_intercept,22.351634994448915,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B6_log_amp,-12.923050416297176,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B6_log_amp2,-6.571474390909303,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B6_inv_amp,-1.5756913786583024,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B6_peak_sample,-0.6852474872620489,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B6_area_over_amp,-0.2814033008638583,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B6_template_sse,0.4508843039507361,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B8_intercept,36.0229915016121,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B8_log_amp,-42.31343257746364,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B8_log_amp2,8.54162494200505,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B8_inv_amp,-1.8878267891940796,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B8_peak_sample,-0.35560312620693096,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B8_area_over_amp,-0.30549385178584154,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
B8_template_sse,0.4349217269871499,s02e_binned_timewalk_drift0,s02b_template,0,7512,2421,62,median_first4,59 60 61,mid_rate
intercept,0.0,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B4_intercept,-57.950752095825216,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B4_log_amp,118.35291634778461,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B4_log_amp2,-62.78022335637878,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B4_inv_amp,-3.6541364510426853,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B4_peak_sample,0.5220849071290778,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B4_area_over_amp,2.626661438092462,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B4_template_sse,0.4970175751663234,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B6_intercept,23.277111757665885,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B6_log_amp,-12.747893124404774,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B6_log_amp2,-6.878507203596355,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B6_inv_amp,-1.6155889974528146,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B6_peak_sample,-0.682689992330519,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B6_area_over_amp,-0.279802582202883,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B6_template_sse,0.45119064528492386,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B8_intercept,34.67363710510296,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B8_log_amp,-39.089932592062134,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B8_log_amp2,7.323968431061271,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B8_inv_amp,-1.81369789902982,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B8_peak_sample,-0.34990202529626957,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B8_area_over_amp,-0.27788305379574124,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B8_template_sse,0.45015618925136236,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B4_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B4_trigger_entry_density_z_p1,-0.05019955660185436,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B4_entries_per_eventno_z_p1,-0.0501995569575768,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B4_selected_multiplicity_per_event_z_p1,0.048266835884522324,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B4_downstream_allhit_fraction_z_p1,0.032564446946902366,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B6_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B6_trigger_entry_density_z_p1,0.025755804384867204,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B6_entries_per_eventno_z_p1,0.025755804406659265,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B6_selected_multiplicity_per_event_z_p1,-0.05083794020885129,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B6_downstream_allhit_fraction_z_p1,0.005405203119897204,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B8_current_nA_z_p1,0.0,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B8_trigger_entry_density_z_p1,0.029786116680793808,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B8_entries_per_eventno_z_p1,0.029786116756436037,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B8_selected_multiplicity_per_event_z_p1,0.04309542192490766,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
B8_downstream_allhit_fraction_z_p1,-0.08015386961749021,s02e_binned_timewalk_drift1,s02b_template,1,7512,2421,62,median_first4,59 60 61,mid_rate
intercept,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B4_intercept,-22.890070607297606,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B4_log_amp,132.72549693882158,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B4_log_amp2,-69.1491950839348,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B4_inv_amp,-3.4251415526835456,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B4_peak_sample,0.5226809532801071,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B4_area_over_amp,2.62383766269705,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B4_template_sse,0.49503825686873776,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B6_intercept,9.308181566366601,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B6_log_amp,-18.84169535154815,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B6_log_amp2,-4.147939560680256,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B6_inv_amp,-1.7031896067173375,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B6_peak_sample,-0.6825304767529937,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B6_area_over_amp,-0.27989179341820114,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B6_template_sse,0.45111101481033145,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B8_intercept,13.58188536694888,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B8_log_amp,-46.995604762632794,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B8_log_amp2,10.927299260707757,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B8_inv_amp,-1.9121062469763432,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B8_peak_sample,-0.34797089191295955,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B8_area_over_amp,-0.2671268559690164,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B8_template_sse,0.45199336047596644,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B4_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B4_trigger_entry_density_z_p1,-6.326592568424829,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B4_entries_per_eventno_z_p1,-6.326592549807876,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B4_selected_multiplicity_per_event_z_p1,4.0871893542103965,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B4_downstream_allhit_fraction_z_p1,5.796310109722181,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B6_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B6_trigger_entry_density_z_p1,2.5764476582853013,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B6_entries_per_eventno_z_p1,2.5764476623123165,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B6_selected_multiplicity_per_event_z_p1,-1.6781421282255482,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B6_downstream_allhit_fraction_z_p1,-2.348899755379392,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B8_current_nA_z_p1,0.0,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B8_trigger_entry_density_z_p1,3.755083081522401,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B8_entries_per_eventno_z_p1,3.7550830945139504,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
B8_selected_multiplicity_per_event_z_p1,-2.3904068132513645,s02e_binned_timewalk_drift2,s02b_template,2,7512,2421,62,median_first4,59 60 61,mid_rate
